,no,name,x_coor,y_coor,addr
0,1001,종로2가사거리,126.9877862,37.56976415,서울 종로구 종로2가 84-11
1,1002,창경궁.서울대학교병원,126.9965202,37.57917886,서울 종로구 와룡동 2-87
2,1003,명륜3가.성대입구,126.9982902,37.58270882,서울 종로구 명륜4가 193-2
3,1004,종로2가.삼일교,126.9875072,37.56858223,서울 종로구 관철동 268
4,1005,혜화동로터리.여운형활동터,127.0016943,37.58622998,서울 종로구 혜화동 56
5,1006,서대문역사거리,126.9669608,37.56620752,서울 종로구 평동 210
6,1007,서울역사박물관.경희궁앞,126.9704199,37.56909809,서울 종로구 신문로2가 1-33
7,1008,서울역사박물관.경희궁앞,126.970442,37.56933602,서울 종로구 신문로2가 1-33
8,1009,광화문,126.9752406,37.57005075,서울 종로구 신문로1가 5-4
9,1010,광화문,126.9780909,37.57029571,서울 종로구 종로1가 1-3
10,1011,종로1가,126.981,37.570072,서울 종로구 종로1가 54
11,1012,종로1가,126.9813906,37.57026661,서울 종로구 종로1가 54
12,1013,종로2가,126.9855411,37.57008725,서울 종로구 종로2가 84-11
13,1014,종로2가,126.986254,37.57026795,서울 종로구 종로2가 1-2
14,1015,종로3가.탑골공원,126.989569,37.57018754,서울 종로구 종로3가 137-3
15,1016,종로3가.탑골공원,126.9899683,37.57038869,서울 종로구 종로3가 10-5
16,1017,종로4가.종묘,126.9947287,37.57041688,서울 종로구 종로3가 45-4
17,1018,종로4가.종묘,126.995277,37.57060029,서울 종로구 종로4가 32-8
18,1019,종로5가.광장시장,126.9988533,37.57071571,서울 종로구 종로4가 135-2
19,1020,종로5가.광장시장,126.9993199,37.57090764,서울 종로구 종로4가 183
20,1021,종로6가.동대문종합시장,127.0034688,37.57091778,서울 종로구 종로5가 194-1
21,1022,종로6가.동대문종합시장,127.0057094,37.57115181,서울 종로구 종로5가 11-2
22,1023,동대문역.흥인지문,127.0134621,37.57228008,서울 종로구 창신동 358-1
23,1037,동대문(흥인지문),127.0124928,37.57216719,서울 종로구 창신동 204-14
24,1041,동묘앞,127.017533,37.573432,서울 종로구 숭인동 81-39
25,1044,동묘앞,127.019639,37.57430372,서울 종로구 숭인동 172-1
26,1101,경기상고,126.9694326,37.5875739,서울 종로구 청운동 37
27,1102,신교동,126.970341,37.58330295,서울 종로구 효자동 8
28,1103,경기상고,126.9696701,37.58717108,서울 종로구 청운동 64
29,1104,경복고교,126.9710437,37.58511248,서울 종로구 청운동 100-6
30,1105,청운중학교,126.9725944,37.58790085,서울 종로구 청운동 89-8
31,1106,자하문고개.윤동주문학관,126.9671282,37.59219358,서울 종로구 청운동 3-148
32,1107,자하문고개.윤동주문학관,126.9671677,37.59225741,서울 종로구 청운동 산 15
33,1108,청운중학교,126.9724615,37.58812866,서울 종로구 청운동 89-8
34,1109,경복고교,126.971148,37.58504593,서울 종로구 궁정동 6
35,1110,통인시장종로구보건소,126.9711089,37.58033173,서울 종로구 창성동 183-2
36,1111,통인시장종로구보건소,126.971244,37.58048929,서울 종로구 창성동 163
37,1112,효자동,126.9705348,37.58308184,서울 종로구 효자동 8
38,1113,사직단.어린이도서관,126.9680206,37.57511252,서울 종로구 사직동 1-38
39,1114,사직동주민센터,126.9713179,37.57609006,서울 종로구 내자동 44
40,1115,경복궁역,126.9722922,37.57688877,서울 종로구 통의동 140-2
41,1116,경복궁역,126.9721844,37.57764064,서울 종로구 통의동 73-1
42,1117,경복궁,126.9787905,37.57577149,서울 종로구 중학동 96
43,1118,KT광화문지사,126.9772023,37.5724045,서울 종로구 세종로 1-68
44,1120,광화문,126.9764107,37.57003982,서울 종로구 세종로 1-81
45,1123,서울역사박물관.경교장.강북삼성병원,126.9713844,37.56993064,서울 종로구 신문로2가 1-2
46,1124,광화문.금호아시아나본관앞,126.9731311,37.57020901,서울 종로구 신문로1가 74-2
47,1125,광화문,126.9757675,37.57023908,서울 종로구 신문로1가 5-4
48,1126,세종문화회관,126.9767122,37.57266095,서울 종로구 세종로 1-68
49,1127,서울지방경찰청.경복궁역,126.9714955,37.57590104,서울 종로구 내자동 75-4
50,1128,사직단,126.9680705,37.57494659,서울 종로구 사직동 1-30
51,1129,광화문광화문빌딩,126.9768398,37.56969249,서울 종로구 세종로 1-80
52,1130,덕성여중고,126.9819731,37.57573943,서울 종로구 송현동 49-14
53,1131,안국역.종로경찰서.인사동,126.9840963,37.57597118,서울 종로구 안국동 175-92
54,1132,국민은행세검정지점,126.960969,37.604688,서울 종로구 신영동 240-2
55,1133,세검정초등학교,126.9612836,37.60248796,서울 종로구 신영동 124-1
56,1134,세검정.상명대,126.9587715,37.60066502,서울 종로구 홍지동 72-7
57,1135,상명대입구.석파랑,126.958688,37.599605,서울 종로구 홍지동 99-7
58,1136,하림각,126.9618276,37.598269,서울 종로구 부암동 134-2
59,1137,자하문터널입구.석파정,126.9637112,37.59558027,서울 종로구 부암동 162-4
60,1138,부암동주민센터.무계원,126.964027,37.592874,서울 종로구 부암동 278-1
61,1139,부암동주민센터.무계원,126.965131,37.59275754,서울 종로구 부암동 254-4
62,1140,자하문터널입구.석파정,126.9638097,37.59559179,서울 종로구 부암동 161-2
63,1141,하림각,126.9622117,37.59814363,서울 종로구 부암동 134-2
64,1142,상명대입구.세검정교회,126.9592186,37.59955974,서울 종로구 홍지동 99-7
65,1143,세검정.상명대,126.958889,37.60061499,서울 종로구 홍지동 99-7
66,1144,세검정초등학교,126.9613311,37.60229124,서울 종로구 신영동 124-1
67,1146,국민은행세검정지점,126.9611311,37.60470411,서울 종로구 신영동 20-1
68,1148,승가사입구,126.9563453,37.61158733,서울 종로구 구기동 146-2
69,1149,구기동현대빌라,126.9564726,37.61003593,서울 종로구 구기동 146-2
70,1150,구기터널.삼성출판박물관,126.956184,37.60854039,서울 종로구 구기동 120-1
71,1151,구기터널.삼성출판박물관,126.9564398,37.6083598,서울 종로구 구기동 110-22
72,1152,구기동,126.9585968,37.60704451,서울 종로구 구기동 120-1
73,1153,구기동,126.9590556,37.60695423,서울 종로구 구기동 88-20
74,1154,승가사입구,126.9564593,37.61143992,서울 종로구 구기동 146-2
75,1155,갑을씨티텔앞,126.9635571,37.60432366,서울 종로구 평창동 288-1
76,1156,평창파출소,126.9660716,37.6052849,서울 종로구 평창동 302-1
77,1157,평창동주민센터,126.9695658,37.60660852,서울 종로구 평창동 157-4
78,1158,일성아파트,126.9729382,37.60880117,서울 종로구 평창동 85-2
79,1159,롯데아파트,126.9764904,37.61039233,서울 종로구 평창동 66-137
80,1160,롯데아파트,126.9760875,37.61009411,서울 종로구 평창동 66-120
81,1161,벽산평창힐스아파트,126.9727677,37.60827711,서울 종로구 평창동 85-2
82,1162,예능교회,126.9700287,37.60662695,서울 종로구 평창동 157-4
83,1163,서울예술고등학교.평창동주민센터,126.9675555,37.60587045,서울 종로구 평창동 187-2
84,1164,화정박물관,126.964752,37.60459289,서울 종로구 평창동 288-1
85,1165,강북삼성병원,126.9687255,37.5680684,서울 종로구 평동 138
86,1167,독립문역.서대문형무소역사관,126.9593699,37.57315143,서울 종로구 무악동 46-2003
87,1168,서대문.서울시교육청,126.964432,37.5681995,서울 종로구 교남동 4-1
88,1169,서대문역사거리.적십자병원,126.968441,37.56778008,서울 종로구 평동 151
89,1171,독립문,126.9614825,37.57111989,
90,1172,창덕궁.서울돈화문국악당,126.9886004,37.57742132,서울 종로구 운니동 99
91,1173,무교동,126.9802557,37.56914276,서울 종로구 서린동 93-2
92,1174,청계1가.광교,126.9849079,37.56860788,서울 종로구 관철동 164-2
93,1175,청계2가.수표교,126.990686,37.568322,서울 종로구 관수동 91-4
94,1176,청계4가.세운교,126.9964925,37.56885763,서울 종로구 예지동 134-2
95,1177,청계5가.광장시장,126.9998215,37.56937812,서울 종로구 예지동 293-1
96,1198,원남동,126.9973383,37.57453251,서울 종로구 원남동 95-1
97,1199,창덕궁.우리소리박물관,126.987876,37.57729098,서울 종로구 운니동 99
98,1200,안국역.종로경찰서.인사동,126.9841842,37.57586565,서울 종로구 관훈동 113
99,1201,조계사,126.98307,37.57236082,서울 종로구 견지동 110-2
100,1202,조계사,126.9828945,37.57248806,서울 종로구 견지동 110-62
101,1203,안국동,126.9827837,37.57461265,서울 종로구 견지동 8-4
102,1204,종로5가.효제동.김상옥의거터,127.0021112,37.57446367,서울 종로구 효제동 21
103,1205,종로5가.효제초등학교,127.002028,37.57288183,서울 종로구 효제동 208-1
104,1209,창덕궁.돈화문국악당,126.9910612,37.57747763,서울 종로구 권농동 117
105,1212,종로5가,127.0020675,37.57055607,서울 종로구 종로5가 194-1
106,1213,청계6가.동대문시장,127.0028494,37.569752,서울 종로구 종로5가 458-2
107,1214,동대문,127.0085129,37.57178536,서울 종로구 종로6가 94-16
108,1215,충신동,127.006331,37.574106,서울 종로구 충신동 27-39
109,1217,충신동,127.0062426,37.57440236,서울 종로구 충신동 27-13
110,1218,현대그룹빌딩,127.0005179,37.5759191,서울 종로구 연지동 1-4
111,1219,방송통신대.이화장,127.0022982,37.57812399,서울 종로구 동숭동 199-29
112,1220,혜화역.마로니에공원,127.0021325,37.58110688,서울 종로구 연건동 1-2
113,1221,혜화역.서울대병원입구,127.0019211,37.58106212,서울 종로구 연건동 4-1
114,1222,방송통신대.이화장,127.0020798,37.5781308,서울 종로구 연건동 134-1
115,1223,이화동(이화장),127.0007064,37.57605806,서울 종로구 연건동 203-12
116,1224,창경궁.서울대학교병원,126.9967379,37.57881833,서울 종로구 연건동 28-19
117,1225,이화동(이화장),127.0032823,37.57603475,서울 종로구 이화동 99
118,1226,혜화동로터리,127.0008281,37.58572598,서울 종로구 혜화동 120
119,1227,명륜동2가.성균관대입구,126.9992936,37.58340673,서울 종로구 명륜2가 190-1
120,1228,혜화역.서울연극센터(장면총리가옥),127.0014345,37.58403777,서울 종로구 혜화동 142-1
121,1229,혜화역.동성중고(장면총리가옥),127.0015281,37.58454158,서울 종로구 혜화동 90-14
122,1231,종로구민회관.창신동두산아파트,127.0155868,37.57409223,서울 종로구 창신동 74-7
123,1235,동묘역앞,127.0156382,37.57168703,서울 종로구 창신동 397-6
124,1236,동묘역앞,127.0157698,37.57189158,서울 종로구 숭인동 316-3
125,1237,청계2가교차로,126.9878779,37.5684809,서울 종로구 관철동 5-13
126,1238,창신3동주민센터,127.0151881,37.57877438,서울 종로구 창신동 17-74
127,1239,숭인1동주민센터,127.0152404,37.57875171,서울 종로구 창신동 17-74
128,1240,동묘역.롯데캐슬천지인,127.015664,37.57418192,서울 종로구 숭인동 65-39
129,1243,신설동로터리,127.0229469,37.57585614,서울 종로구 숭인동 1311
130,1245,동묘앞,127.0178407,37.57368465,서울 종로구 숭인동 140
131,1246,구기동현대빌라,126.9565957,37.60964243,서울 종로구 구기동 127-3
132,1247,광장시장,126.9978384,37.56950211,서울 종로구 예지동 187-2
133,1249,혜화경찰서,126.997571,37.57258424,서울 종로구 인의동 101-4
134,1250,서울역사박물관.김구집무실(경교장),126.9721428,37.57002979,서울 종로구 신문로1가 5-4
135,1251,청계3가.관수교,126.9937893,37.56860916,서울 종로구 장사동 204-2
136,1252,청계6가.버들다리,127.0080442,37.56983829,서울 종로구 종로6가 289-49
137,1253,청계7가.맑은내다리,127.0129569,37.5699186,서울 종로구 창신동 436-89
138,1254,청계8가.영도교,127.018274,37.57089463,서울 종로구 창신동 399-4
139,1256,원남동사거리,126.9982124,37.57578617,서울 종로구 원남동 28-4
140,1262,숭인동,127.0203787,37.57438126,서울 종로구 숭인동 197-1
141,1267,조계사,126.9830466,37.57279704,서울 종로구 견지동 110-2
142,1272,세종문화회관,126.9766821,37.57334287,서울 종로구 세종로 1-68
143,1277,이화동(이화장),127.0029997,37.5761872,서울 종로구 이화동 203
144,1278,상명대정문,126.9550659,37.60166612,서울 종로구 홍지동 7-1
145,1279,이북오도청,126.955893,37.61305175,서울 종로구 구기동 158-6
146,1286,상명대입구.세검정교회,126.9597659,37.59939339,서울 종로구 홍지동 99-7
147,1287,상명대입구.석파랑,126.9583524,37.59976676,서울 종로구 홍지동 99-7
148,1288,종로중부새마을금고,127.0065017,37.57239261,서울 종로구 종로6가 28-8
149,1289,신설동로터리.신한은행앞.서울풍물시장,127.023202,37.57438854,서울 종로구 숭인동 1476
150,1291,청계2가.삼일교,126.9872038,37.56827105,서울 종로구 관철동 37-9
151,1292,청계8가.황학교,127.0227587,37.57202421,서울 종로구 숭인동 1500
152,1293,평창동삼성아파트,126.9786583,37.61114471,서울 종로구 평창동 2-15
153,1294,안국역.종로경찰서.인사동,126.985459,37.57644246,서울 종로구 경운동 95
154,1295,안국역.종로경찰서.인사동,126.9848482,37.57631159,서울 종로구 경운동 95-1
155,1297,남인사마당,126.9875497,37.5713121,서울 종로구 인사동 44-2
156,1500,평창파출소,126.9668407,37.60565062,서울 종로구 평창동 235-1
157,1501,삼청공원,126.9816831,37.58820522,서울 종로구 삼청동 125-6
158,1502,수성동계곡,126.9642468,37.58207926,서울 종로구 옥인동 181-10
159,1503,명륜3가종점,126.992862,37.59094741,서울 종로구 명륜3가 1-352
160,1504,명륜새마을금고,126.996701,37.587775,서울 종로구 명륜1가 14-1
161,1505,서대문3번출구,126.9661707,37.56638695,서울 종로구 평동 211
162,1506,낙산공원,127.0087267,37.5804315,서울 종로구 창신동 615-278
163,1507,인사미술공간.세탁소,126.9893928,37.5814087,서울 종로구 원서동 4-13
164,1508,화정박물관,126.9648999,37.60477714,서울 종로구 평창동 288-1
165,1509,금융연수원,126.9816318,37.58659721,서울 종로구 삼청동 125-6
166,1510,박노수미술관,126.9666083,37.58102384,서울 종로구 누상동 42
167,1511,샘미용실,126.9932462,37.59031994,서울 종로구 명륜3가 1-352
168,1512,서울국제고등학교,126.9972253,37.58909477,서울 종로구 명륜1가 14-1
169,1513,화정박물관,126.9652221,37.6050003,서울 종로구 평창동 301-1
170,1514,적십자병원후문앞,126.9651082,37.56746105,서울 종로구 교남동 4-1
171,1515,서울성곽.성대후문,126.9896242,37.58936828,서울 종로구 명륜3가 53-52
172,1516,빨래터.고희동미술관,126.9893435,37.58265202,서울 종로구 원서동 46-1
173,1517,세검초등학교,126.9613774,37.60421635,서울 종로구 신영동 20-1
174,1518,삼청동주민센터,126.9819214,37.58426224,서울 종로구 삼청동 97-1
175,1519,통인시장,126.9687475,37.58045056,서울 종로구 누하동 4
176,1520,양현관,126.9936156,37.58979638,서울 종로구 명륜3가 1-1179
177,1521,국민생활관,126.9988862,37.58982995,서울 종로구 혜화동 3-1
178,1522,오거리,126.9622896,37.60708503,서울 종로구 평창동 345-57
179,1523,경희궁자이2.3단지,126.963958,37.56872813,서울 종로구 교남동 67-2
180,1524,창신쌍용2단지.한성대후문,127.012764,37.581314,서울 종로구 창신동 산 3-12
181,1525,통일부,126.9856444,37.58757377,서울 종로구 삼청동 25-23
182,1526,원서고개,126.9878078,37.58313929,서울 종로구 원서동 4-11
183,1528,종로5가입구.혜화경찰서,126.9976354,37.57175197,서울 종로구 인의동 101-8
184,1529,삼청파출소,126.9812527,37.58181295,서울 종로구 팔판동 92-4
185,1530,오거리.한옥마을입구,126.9695468,37.57949911,서울 종로구 누하동 37-1
186,1531,명륜시장.성대후문,126.9952895,37.58852435,서울 종로구 명륜3가 1-1317
187,1532,혜화초등학교,126.9998817,37.58725861,서울 종로구 명륜1가 33-116
188,1533,청련사입구,126.9624033,37.60802413,서울 종로구 평창동 345-103
189,1534,영천시장,126.9627339,37.56993749,서울 종로구 교북동 89-4
190,1535,명신초.삼선푸르지오.힐스테이트,127.0145303,37.58214747,서울 종로구 창신동 7-40
191,1536,감사원,126.9853527,37.58630021,서울 종로구 계동 1-2
192,1537,중앙중고,126.9869646,37.58313014,서울 종로구 계동 2-105
193,1538,인왕빌딩,126.9576748,37.60787761,서울 종로구 구기동 120-1
194,1539,종로4가.종묘공원,126.9933354,37.57053493,서울 종로구 종로3가 45-4
195,1540,국립민속박물관,126.9795529,37.57925522,서울 종로구 세종로 1-63
196,1541,광화문새마을금고,126.971144,37.5794299,서울 종로구 통인동 137-19
197,1542,새마을금고,126.996533,37.587764,서울 종로구 명륜3가 2-46
198,1543,혜화우체국,127.000652,37.58606005,서울 종로구 혜화동 111-11
199,1544,언덕앞,126.9637502,37.60897784,서울 종로구 평창동 572
200,1545,경희궁자이4단지,126.9620022,37.57062718,서울 종로구 교북동 64-1
201,1546,종로센트레빌후문.e편한세상보문아파트,127.0161805,37.58181551,서울 종로구 숭인동 20-61
202,1547,사우디대사관앞.경남빌라,126.9850108,37.58410605,서울 종로구 가회동 1-243
203,1548,안국선원.삼거리,126.9849937,37.58279098,서울 종로구 가회동 1-168
204,1549,구기터널입구,126.9568023,37.60824748,서울 종로구 구기동 110-22
205,1550,종로3가.1.3.5호선,126.9920673,37.5710577,서울 종로구 묘동 20-5
206,1551,경복궁,126.9794156,37.57694919,서울 종로구 세종로 1-65
207,1552,경복궁역,126.9723619,37.57669709,서울 종로구 통의동 140-2
208,1553,소나무집,126.9641242,37.61133533,서울 종로구 평창동 559
209,1554,독립문역3번출구,126.9596864,37.57284056,서울 종로구 교북동 1-60
210,1555,청룡사.보문파크뷰자이아파트,127.0170513,37.58001947,서울 종로구 숭인동 39-1
211,1556,북촌한옥마을입구.정세권활동터,126.9849792,37.58159945,서울 종로구 가회동 1-168
212,1557,종로1.2.3.4가동주민센터,126.9910279,37.5743637,서울 종로구 와룡동 75-4
213,1558,창덕궁,126.9905176,37.57606978,서울 종로구 와룡동 139-4
214,1561,아름다운실버,126.9654343,37.61202201,서울 종로구 평창동 551
215,1562,독립문초등학교,126.9607061,37.57385981,서울 종로구 무악동 46-1732
216,1563,종로센트레빌아파트,127.0156407,37.58034969,서울 종로구 숭인동 5-60
217,1564,가회동주민센터,126.9849331,37.5799374,서울 종로구 가회동 1-168
218,1565,문방구,126.9579492,37.6062969,서울 종로구 구기동 98
219,1566,원남로터리,126.9973507,37.57622486,서울 종로구 원남동 118-2
220,1567,보현산신각,126.9657637,37.61347641,서울 종로구 평창동 551
221,1568,천사유치원,126.9618149,37.57467705,서울 종로구 행촌동 210-742
222,1569,쌍용아파트입구.창신역,127.0150007,37.58051063,서울 종로구 창신동 1
223,1570,아름다운가게.정독도서관,126.9850932,37.57891938,서울 종로구 재동 38-7
224,1571,산정빌라,126.9574985,37.60515273,서울 종로구 구기동 266
225,1572,이화사거리,127.0021147,37.57647127,서울 종로구 연건동 218
226,1573,박종화고택입구,126.9676637,37.61433238,서울 종로구 평창동 532
227,1574,무악현대아파트후문,126.9619725,37.57630822,서울 종로구 무악동 46-264
228,1576,헌법재판소.안국역,126.9857196,37.57757327,서울 종로구 재동 83-3
229,1577,청구빌라,126.9569707,37.60461247,서울 종로구 구기동 266
230,1578,서울대어린이병원응급실.갑상선센터,126.9994856,37.57815458,서울 종로구 연건동 28-21
231,1580,화인빌라,126.9685484,37.61297509,서울 종로구 평창동 530-9
232,1581,넓은마당,126.9628884,37.57527297,서울 종로구 행촌동 210-65
233,1582,창신초등학교,127.015387,37.57690312,서울 종로구 창신동 23-825
234,1583,수운회관,126.9866595,37.57519246,서울 종로구 경운동 88-3
235,1584,상명대후문,126.9573503,37.6040312,서울 종로구 홍지동 7-1
236,1586,힐탑,126.9690414,37.61163964,서울 종로구 평창동 510
237,1587,신학대학교총회본부,126.9634435,37.57397598,서울 종로구 행촌동 1-172
238,1589,낙원상가,126.9874228,37.57372579,서울 종로구 경운동 49
239,1590,완성빌라,126.9575212,37.60340672,서울 종로구 홍지동 69-39
240,1591,서울대병원장례식장,126.9974252,37.58053639,서울 종로구 연건동 28-33
241,1592,혜화역1번출구,127.0017606,37.58343559,서울 종로구 혜화동 177
242,1593,감나무골공원,126.9699425,37.61240568,서울 종로구 평창동 509-1
243,1594,한국사회과학자료원,126.9640915,37.57365155,서울 종로구 사직동 304-63
244,1595,동묘역,127.0142449,37.5726953,서울 종로구 창신동 204-8
245,1596,금강제화,126.98757,37.57055096,서울 종로구 인사동 76
246,1597,경진빌라,126.9578485,37.60199096,서울 종로구 홍지동 69-58
247,1598,성균관대학교앞,126.9992644,37.58337953,서울 종로구 명륜2가 190-1
248,1599,kt광화문지사,126.9772156,37.57190009,서울 종로구 세종로 1-90
249,1607,EN갤러리,126.9706926,37.61344769,서울 종로구 평창동 510
250,1667,종로문화센터,126.9645715,37.57466302,서울 종로구 사직동 284-1
251,1682,동대문역.2번출구,127.0117451,37.57198805,서울 종로구 창신동 442-1
252,1683,종각역YMCA,126.9853306,37.57027694,서울 종로구 종로2가 1-2
253,1684,서교빌라,126.9571666,37.60203769,서울 종로구 홍지동 70-1
254,1685,경복궁역,126.972396,37.57705527,서울 종로구 통의동 139
255,1686,연건동,127.0007564,37.57606354,서울 종로구 연건동 203-12
256,1697,성대입구,126.9989021,37.58323265,서울 종로구 명륜2가 190-1
257,1698,무애사,126.9718335,37.61390077,서울 종로구 평창동 490-1
258,1699,단군성전앞,126.9652997,37.57558773,서울 종로구 사직동 262-181
259,1702,동대문종합시장,127.0062452,37.57116462,서울 종로구 종로5가 11-2
260,1714,상명초등학교,126.9566832,37.60093683,서울 종로구 홍지동 70-1
261,1720,법련사,126.9795903,37.57658927,서울 종로구 세종로 1-66
262,1721,광화문새마을금고,126.9710253,37.57954714,서울 종로구 통인동 6-56
263,1722,성균관대학교,126.9971587,37.58501732,서울 종로구 명륜2가 65-1
264,1723,참샘골공원,126.9741219,37.61460832,서울 종로구 평창동 475-1
265,1724,활터앞,126.9653646,37.57685248,서울 종로구 사직동 산 1-11
266,1725,종로5가.3번출구,127.0019717,37.57142206,서울 종로구 종로5가 54-1
267,1727,인사동들머리.3.1독립선언터,126.9832651,37.57202968,서울 종로구 공평동 5-12
268,1728,정독도서관,126.9800442,37.58021772,서울 종로구 세종로 1-62
269,1729,오거리.한옥마을입구,126.9697374,37.57951132,서울 종로구 통인동 74
270,1732,밀알기도원,126.9757357,37.61639742,서울 종로구 평창동 446-1
271,1763,종로1가,126.9804547,37.570265,서울 종로구 종로1가 82-2
272,1776,종로도서관,126.9670812,37.57654334,서울 종로구 사직동 1-28
273,1790,종로사우나,126.9875872,37.57374132,서울 종로구 낙원동 278-4
274,1791,엄마분식,126.9557385,37.60126624,서울 종로구 홍지동 20-2
275,1792,삼청파출소,126.9812398,37.58168273,서울 종로구 팔판동 67-1
276,1793,통인시장.종로구보건소,126.968674,37.58032702,서울 종로구 누하동 7
277,1794,종로5가역,127.0000159,37.57077778,서울 종로구 종로4가 160-2
278,1795,평창공원지킴터입구,126.9770157,37.61727036,서울 종로구 평창동 442-2
279,1796,배화여중고,126.9678404,37.57676539,서울 종로구 사직동 1-28
280,1797,대학로입구.이화사거리,127.0025921,37.57608577,서울 종로구 연건동 184
281,1798,운현궁,126.9868071,37.57523204,서울 종로구 경운동 71-1
282,1799,상명대입구,126.9570083,37.6000343,서울 종로구 홍지동 71-6
283,1800,삼청동주민센터,126.982067,37.58470051,서울 종로구 삼청동 75
284,1801,박노수미술관,126.9669162,37.5810715,서울 종로구 옥인동 170
285,1802,김창열.윤명로화실,126.9783839,37.61634256,서울 종로구 평창동 418
286,1803,사직동주민센터,126.9689265,37.57626303,서울 종로구 사직동 1-1
287,1804,충신시장,127.0054957,37.57502156,서울 종로구 충신동 35-3
288,1805,안국역2번출구앞,126.9860701,37.57715641,서울 종로구 재동 62
289,1807,금융연수원,126.9817788,37.58586652,서울 종로구 삼청동 37-2
290,1809,감람산기도원,126.9798977,37.61594859,서울 종로구 평창동 411-6
291,1810,카센터.터널앞,126.9658959,37.57409154,서울 종로구 사직동 254-6
292,1812,재동초등학교,126.9852803,37.57876787,서울 종로구 재동 62
293,1814,삼청공원삼거리.옥호정터,126.9817114,37.58741767,서울 종로구 삼청동 125-4
294,1815,이화사거리,127.0021613,37.57532444,서울 종로구 연건동 196-1
295,1816,연화정사,126.9795064,37.61465067,서울 종로구 평창동 418
296,1817,대신중고,126.9616841,37.57248345,서울 종로구 행촌동 180-13
297,1819,현대사거리,126.9866293,37.57927377,서울 종로구 계동 110-1
298,1820,교남동주민센터,126.9613244,37.57218653,서울 종로구 교북동 126-4
299,1821,부암동주민센터.무계원,126.9639626,37.59297029,서울 종로구 부암동 278-1
300,1823,형제봉입구,126.9816904,37.61286785,서울 종로구 평창동 425-3
301,1824,교남동새마을금고,126.9623511,37.57154717,서울 종로구 교북동 126-4
302,1825,창신초교,127.01556,37.57600289,서울 종로구 창신동 32-2
303,1826,가회동주민센터,126.9850463,37.57994426,서울 종로구 가회동 1-168
304,1827,볼링장,126.9879587,37.57928821,서울 종로구 계동 140-81
305,1829,부암슈퍼,126.9637118,37.59475041,서울 종로구 부암동 222
306,1830,지구촌교회,126.9793714,37.61308365,서울 종로구 평창동 430-12
307,1831,월암공원,126.9640609,37.57120167,서울 종로구 홍파동 199
308,1832,숭인1동주민센터,127.0154152,37.57740683,서울 종로구 창신동 32-1
309,1833,북촌한옥마을입구.정세권활동터,126.9850874,37.58128235,서울 종로구 가회동 1-168
310,1835,하림각,126.9629357,37.59766118,서울 종로구 부암동 134-2
311,1836,보현빌라,126.9782677,37.61527342,서울 종로구 평창동 440-8
312,1837,스위스대사관,126.9658537,37.57002014,서울 종로구 송월동 145-8
313,1839,안국선원.삼거리,126.9851065,37.58274414,서울 종로구 가회동 1-168
314,1840,세검정교회,126.9594376,37.59949975,서울 종로구 홍지동 99-7
315,1841,혜화동로터리,127.001025,37.585841,서울 종로구 혜화동 40
316,1842,김종영미술관,126.9781674,37.61328458,서울 종로구 평창동 424
317,1843,서울시교육청,126.966867,37.569301,서울 종로구 평동 27-3
318,1844,창신쌍용1단지.종로센트레빌아파트,127.0155933,37.58032364,서울 종로구 숭인동 5-60
319,1845,사우디대사관,126.9851204,37.58386431,서울 종로구 가회동 1-168
320,1846,상명대입구,126.9573863,37.5998416,서울 종로구 홍지동 72-7
321,1847,혜화초등학교,126.9999339,37.58737916,서울 종로구 혜화동 16-23
322,1848,북악파크,126.9778838,37.61096487,서울 종로구 평창동 109-4
323,1849,강북삼성병원,126.9683774,37.56855092,서울 종로구 평동 233-7
324,1850,청룡사.보문파크뷰자이아파트,127.0170716,37.57980742,서울 종로구 숭인동 26-6
325,1851,감사원,126.9855847,37.58630026,서울 종로구 계동 1-27
326,1852,국민생활관,126.9992595,37.58961857,서울 종로구 혜화동 13-6
327,1853,귀빈예식장,126.9732873,37.60904692,서울 종로구 평창동 81-2
328,1855,종로센트레빌후문.e편한세상보문아파트,127.0162427,37.58192679,서울 성북구 보문동3가 225-287
329,1856,통일부,126.9862356,37.58750461,서울 종로구 계동 산 1-1
330,1858,서울국제고등학교,126.9971357,37.58907642,서울 종로구 명륜1가 7-18
331,1860,성대후문.와룡공원,126.9898018,37.58904414,서울 종로구 명륜3가 53-52
332,1861,상명초등학교,126.956804,37.60091032,서울 종로구 홍지동 47-9
333,1862,새마을금고,126.996591,37.587869,서울 종로구 명륜1가 15
334,1863,경진빌라,126.9579113,37.60189002,서울 종로구 홍지동 69-49
335,1864,명륜시장.성대후문,126.9952574,37.5887412,서울 종로구 명륜3가 1-211
336,1865,완성빌라,126.9576706,37.60334091,서울 종로구 홍지동 69-8
337,1866,양현관,126.9937845,37.58977769,서울 종로구 명륜3가 1-1179
338,1868,상명대후문,126.9574659,37.60407255,서울 종로구 구기동 40
339,1869,샘미용실,126.9934322,37.59026509,서울 종로구 명륜3가 1-1038
340,1870,산정빌라,126.9575841,37.60528498,서울 종로구 구기동 41-1
341,1872,문방구,126.9579562,37.60615702,서울 종로구 구기동 55-29
342,1873,마트앞,126.9587519,37.60670367,서울 종로구 구기동 56-1
343,1874,국민은행.세검정지점,126.9608712,37.60491058,서울 종로구 신영동 240-2
344,1875,화정박물관,126.9656123,37.60496243,서울 종로구 평창동 273-3
